marque,modèle,Puissance fiscale,Année,price,Carburant,Kilométrage
Renault,Captur,8,2024,225000,Essence,9000.0
Peugeot,309,7,1985,28500,Diesel,176230.0
Land-rover,Discovery,8,2021,345000,Diesel,99000.0
Alfa-romeo,Autre,6,2024,379000,Diesel,4000.0
Bmw,Serie 5,8,2013,200000,Diesel,199000.0
Audi,A3 sportback,8,2021,315000,Diesel,84000.0
Mercedes,Classe c,8,2023,9,Diesel,19000.0
Fiat,Tipo,6,2019,135000,Diesel,79000.0
Renault,Clio,6,2021,150000,Diesel,39000.0
Volkswagen,Golf 7,8,2018,200000,Diesel,84000.0
Hyundai,Tucson,6,2021,288000,Diesel,64000.0
Seat,Ibiza,6,2017,118000,Diesel,149000.0
Mercedes,Classe e,8,2017,325000,Diesel,129000.0
Toyota,C-hr,10,2020,220000,Hybride,44000.0
Peugeot,208,6,2024,178000,Diesel,18000.0
Dacia,Dokker,6,2020,145000,Diesel,130000.0
Bmw,Serie 1,8,2014,165000,Diesel,99000.0
Volkswagen,Thing,8,2012,200000,Diesel,230000.0
Renault,Kadjar,6,2019,205000,Diesel,89000.0
Hyundai,I10,6,2023,128000,Essence,27000.0
Citroen,C5 aircross,6,2021,265000,Diesel,73000.0
Mercedes,220,9,2001,62000,Diesel,200000.0
Peugeot,3008,8,2021,260000,Diesel,114110.0
Nissan,Note,6,2015,90000,Diesel,155000.0
Hyundai,Elantra,6,2017,143000,Diesel,93500.0
Bmw,X3,8,2010,105000,Diesel,300000.0
Renault,Kangoo,6,2019,104000,Diesel,48000.0
Chery,Qq,6,2007,25000,Essence,168700.0
Hyundai,I10,6,2024,159000,Essence,500.0
Dacia,Duster,6,2021,185000,Diesel,54000.0
Fiat,500,4,2020,137000,Essence,54000.0
Opel,Corsa,6,2023,160000,Diesel,38000.0
Citroen,C3,6,2005,47000,Essence,230000.0
Toyota,C-hr,10,2021,228000,Hybride,79000.0
Volkswagen,Tiguan,8,2019,245000,Diesel,90000.0
Citroen,C3,6,2017,120000,Diesel,128000.0
Audi,Q5,8,2019,385000,Diesel,150000.0
Volkswagen,Passat,8,2002,72000,Diesel,300000.0
Peugeot,3008,8,2017,235000,Diesel,89000.0
Hyundai,I30,6,2014,132000,Diesel,115000.0
Gaz,Next,11,2024,250000,Diesel,6000.0
Toyota,Yaris,5,2018,107000,Diesel,111000.0
Volkswagen,Passat,8,2017,155000,Diesel,177.0
Renault,Megane sedan,6,2021,179000,Diesel,143000.0
Toyota,Corolla,5,2018,158000,Diesel,105000.0
Audi,Q5,8,2012,180000,Diesel,150000.0
Fiat,Punto,7,2018,87000,Essence,120.0
Bmw,Serie 2,6,2021,305000,Diesel,39000.0
Ford,Fiesta,5,2016,98000,Diesel,152000.0
Mercedes,Classe b,7,2012,135000,Diesel,253000.0
Seat,Leon,8,2018,194000,Diesel,170000.0
Bmw,Serie 1,8,2020,269000,Diesel,139000.0
Opel,Corsa,5,2014,86000,Diesel,269000.0
Mitsubishi,L200,10,2007,120000,Diesel,400000.0
Audi,Autre,8,2016,230000,Diesel,185.0
Renault,Megane,7,2014,112000,Diesel,74300.0
Mercedes,Classe a,7,2013,165000,Diesel,159000.0
Skoda,Octavia,8,2023,300000,Diesel,22000.0
Volkswagen,Golf 7,8,2018,187000,Diesel,128000.0
Jeep,Grand cherokee,12,2016,178000,Diesel,155000.0
Abarth,595 competizione 180ch,8,2020,195000,Essence,36000.0
Dacia,Duster,6,2021,185000,Diesel,156000.0
Hyundai,Tucson,6,2022,290000,Diesel,40000.0
Hyundai,Tucson,6,2018,230000,Diesel,185000.0
Mercedes,Classe c,9,2015,282000,Diesel,166000.0
Opel,Insignia,10,2010,80000,Essence,151000.0
Alfa-romeo,Stelvio,9,2018,220000,Diesel,119000.0
Peugeot,308,6,2020,190000,Diesel,95000.0
Renault,Arkana,9,2023,318000,Hybride,31000.0
Ford,Focus 4p,6,2022,220000,Diesel,15000.0
Jeep,Wrangler,11,2016,320000,Diesel,90000.0
Fiat,Grande punto,6,2018,87000,Diesel,170000.0
Hyundai,Accent,6,2013,88000,Diesel,127000.0
Hyundai,Tucson,7,2016,188000,Diesel,140000.0
Hyundai,Tucson,6,2018,248000,Diesel,71000.0
Hyundai,Tucson,6,2021,295000,Diesel,93000.0
Renault,Captur,6,2021,220000,Diesel,56000.0
Jaguar,Xf,8,2018,260000,Diesel,120000.0
Volkswagen,Passat cc,8,2009,119000,Diesel,300000.0
Honda,Accord,9,2011,115000,Diesel,300000.0
Volkswagen,Touareg,12,2014,125000,Diesel,220000.0
Volvo,Xc60,11,2011,130000,Essence,220000.0
Chevrolet,Optra,9,2007,40000,Essence,181434.0
Ford,Fiesta,6,2019,145000,Essence,89000.0
Jeep,Wrangler,11,2018,330000,Diesel,111000.0
Alfa-romeo,Giulietta,8,2014,120000,Diesel,134000.0
Nissan,Juke,6,2022,205000,Essence,44000.0
Toyota,Corolla,5,2009,95000,Diesel,195000.0
Renault,Captur,6,2021,200000,Diesel,75000.0
Volkswagen,Golf 5,8,2006,88000,Diesel,226000.0
Volkswagen,Touareg,12,2017,210000,Diesel,160000.0
Audi,A4,8,2015,230000,Diesel,200000.0
Peugeot,Partner,7,2006,58000,Diesel,300000.0
Audi,A4,8,2014,155000,Diesel,183000.0
Citroen,C3 picasso,5,2014,140000,Diesel,140000.0
Mercedes,Classe c,9,2007,123000,Diesel,290000.0
Peugeot,206+,6,2010,58000,Essence,138831.0
Alfa-romeo,Giulietta,6,2020,189000,Diesel,61000.0
Skoda,Octavia,8,2016,145000,Diesel,290000.0
Volkswagen,Jetta,8,2018,178000,Diesel,60000.0
Volkswagen,Tiguan,8,2017,290000,Diesel,226000.0
Renault,Scenic,6,2010,105000,Diesel,200000.0
Renault,Megane,8,2019,200000,Diesel,175000.0
Alfa-romeo,Stelvio,9,2020,289000,Diesel,79500.0
Cupra,Leon,8,2023,340000,Diesel,33000.0
Hyundai,I30,6,2015,128000,Diesel,110000.0
Bmw,Serie 5,8,2014,190000,Diesel,250000.0
Skoda,Octavia,8,2005,77000,Diesel,200.0
Volkswagen,Polo,5,2018,118000,Diesel,168000.0
Jeep,Renegade,6,2019,180000,Diesel,1000000.0
Dacia,Logan,6,2023,132000,Diesel,38000.0
Peugeot,208,6,2022,160000,Diesel,48000.0
Mercedes,220,9,2010,155000,Diesel,230000.0
Volkswagen,Tiguan,8,2019,260000,Diesel,135000.0
Land-rover,Range rover evoque,8,2021,325000,Diesel,100000.0
Porsche,Autre,11,2020,76000,Essence,71000.0
Smart,Fortwo,6,2015,80000,Essence,65000.0
Hyundai,Accent,6,2019,139000,Diesel,60000.0
Renault,Megane,7,2009,92000,Diesel,330000.0
Toyota,Auris,5,2007,77000,Diesel,166000.0
Mercedes,Classe e,9,2009,138000,Diesel,198000.0
Toyota,Corolla,10,2021,205000,Hybride,99000.0
Volkswagen,Arteon,8,2020,258000,Diesel,74000.0
Volkswagen,Passat,8,2009,97000,Diesel,223.0
Nissan,Note,6,2012,98000,Diesel,147000.0
Mercedes,Classe a,6,2019,265000,Diesel,200000.0
Dacia,Duster,6,2019,168000,Diesel,160000.0
Toyota,C-hr,10,2021,210000,Hybride,44000.0
Jeep,Cherokee,9,2018,250000,Diesel,140000.0
Renault,Kadjar,6,2016,174000,Diesel,128900.0
Dacia,Duster,6,2016,139000,Diesel,84000.0
Dacia,Sandero,6,2022,128000,Diesel,74000.0
Mercedes,Glk,9,2011,170000,Diesel,189000.0
Hyundai,Accent,6,2005,52000,Diesel,280000.0
Renault,Megane,6,2023,210000,Diesel,30000.0
Peugeot,208,7,2022,198000,Diesel,39000.0
Bmw,X5,10,2015,260000,Diesel,190000.0
Peugeot,2008,6,2014,109000,Diesel,175000.0
Ford,Kuga,6,2021,260000,Diesel,14400.0
Autre,Autre,5,2023,150000,Essence,6000.0
Audi,Autre,8,2013,210000,Diesel,184.0
Peugeot,2008,6,2020,160000,Diesel,64000.0
Dacia,Duster,7,2012,110000,Diesel,87000.0
Volkswagen,Polo,8,2009,87000,Diesel,94900.0
Fiat,Freemont,8,2014,130000,Diesel,150000.0
Volkswagen,Caddy,8,2022,360000,Diesel,54000.0
Dacia,Duster,6,2024,340000,Diesel,4000.0
Bmw,Serie 1,8,2014,165000,Diesel,74000.0
Volkswagen,Touareg,10,2008,90000,Diesel,300000.0
Hyundai,I10,6,2009,58000,Essence,137966.0
Opel,Grandland,6,2020,210000,Diesel,76000.0
Fiat,500,5,2021,120000,Essence,40000.0
Ford,Focus 5p,6,2016,151000,Diesel,166009.0
Peugeot,208,6,2019,110000,Diesel,1000000.0
Ford,Fiesta,6,2016,99000,Diesel,123000.0
Volkswagen,Tiguan,8,2018,390000,Diesel,154000.0
Kia,Sportage,6,2021,170000,Diesel,66000.0
Opel,Corsa,6,2011,52000,Essence,150000.0
Peugeot,308,6,2015,125000,Diesel,190000.0
Volkswagen,Passat,8,2005,75000,Diesel,258000.0
Fiat,500,7,2011,75000,Essence,139000.0
Hyundai,Tucson,7,2018,250000,Diesel,167000.0
Volkswagen,Jetta,8,2019,180000,Diesel,75000.0
Renault,Kangoo,7,2008,70000,Diesel,340000.0
Hyundai,Tucson,6,2019,165000,Diesel,76000.0
Citroen,C-elysee,6,2013,95000,Diesel,195000.0
Volvo,Xc40,8,2022,375000,Essence,37500.0
Bmw,X1,8,2020,329000,Diesel,109000.0
Nissan,Note,6,2016,103000,Diesel,180000.0
Seat,Ibiza,6,2012,92000,Diesel,168000.0
Ford,Ranger,9,2014,150000,Diesel,230000.0
Fiat,Punto,5,2017,82000,Diesel,193000.0
Peugeot,208,7,2021,170000,Diesel,52000.0
Ford,Fusion,8,2015,140000,Diesel,202000.0
Volkswagen,Tiguan,8,2017,384000,Diesel,115000.0
Peugeot,208,8,2018,122000,Diesel,115000.0
Bmw,X5,8,2017,340000,Diesel,188000.0
Volkswagen,Tiguan,8,2014,215000,Diesel,172000.0
Peugeot,2008,6,2021,255000,Diesel,9000.0
Kia,Cerato,8,2013,65000,Diesel,180000.0
Citroen,C4,6,2014,97000,Diesel,170000.0
Land-rover,Discovery,23,2008,120000,Essence,70000.0
Bmw,X3,8,2010,105000,Diesel,300.0
Dacia,Duster,7,2018,132000,Diesel,150000.0
Citroen,Berlingo,6,2023,199000,Diesel,40000.0
Bmw,Serie 5,8,2014,215000,Diesel,176000.0
Renault,Kangoo,5,2020,125000,Diesel,79000.0
Audi,Autre,8,2013,170000,Diesel,240000.0
Honda,Accord,11,2010,82000,Essence,160000.0
Mercedes,Cla,9,2016,240000,Diesel,129000.0
Volkswagen,Passat,8,2016,175000,Diesel,103000.0
Hyundai,Tucson,6,2017,210000,Diesel,170000.0
Jeep,Renegade,5,2021,235000,Diesel,115000.0
Hyundai,Accent,5,2022,170000,Diesel,75000.0
Jeep,Grand cherokee,7,2021,250000,Diesel,115000.0
Fiat,500x,5,2022,245000,Diesel,70000.0
Citroen,C3,5,2021,145000,Diesel,120000.0
Peugeot,208,6,2019,110000,Diesel,131000.0
Ford,Focus 5p,6,2012,117000,Diesel,160000.0
Fiat,500,7,2013,77000,Essence,116000.0
Opel,Corsa,5,2009,76000,Diesel,270.0
Audi,A4,11,2008,80000,Diesel,300000.0
Alfa-romeo,147,9,2009,40000,Essence,194000.0
Renault,Laguna,11,2009,60000,Essence,151000.0
Volkswagen,Passat cc,8,2011,129000,Diesel,275000.0
Mitsubishi,Outlander,8,2007,40000,Diesel,304000.0
Opel,Insignia,8,2009,68000,Diesel,200000.0
Volkswagen,Touareg,10,2010,99000,Diesel,199000.0
Renault,Clio,6,2008,68000,Diesel,240000.0
Fiat,Panda,7,2018,83000,Essence,83000.0
Bmw,Serie 3,8,2018,218000,Diesel,150000.0
Fiat,500,6,2016,109000,Essence,61000.0
Toyota,Corolla,5,2009,88000,Diesel,291000.0
Fiat,Punto,5,2010,66000,Diesel,225000.0
Volkswagen,Gol,4,2004,31000,Essence,147800.0
Volkswagen,Coccinelle,8,2019,200000,Diesel,170000.0
Chevrolet,Captiva,8,2011,105000,Diesel,167562.0
Renault,Clio,6,2019,142000,Diesel,76000.0
Toyota,Rav-4,8,2009,73000,Diesel,320000.0
Volvo,Cross country,8,2019,225000,Diesel,62000.0
Ford,Kuga,6,2021,290000,Diesel,41000.0
Hyundai,I20,6,2021,148000,Diesel,52000.0
Renault,Clio,6,2021,145000,Diesel,74000.0
Mercedes,Gle,9,2017,310000,Diesel,96000.0
Volvo,V40,8,2018,165000,Diesel,44500.0
Dacia,Logan,5,2022,155000,Diesel,35500.0
Mahindra,Pik-up,10,2008,65000,Diesel,95000.0
Fiat,500x,6,2019,160000,Diesel,37600.0
Ssangyong,Korando,12,1998,57000,Diesel,175000.0
Hyundai,Santa fe,9,2017,222000,Diesel,247200.0
Peugeot,3008,8,2020,235000,Diesel,190000.0
Alfa-romeo,Giulietta,8,2012,110000,Diesel,160800.0
Volkswagen,Taigo,8,2023,380000,Essence,26000.0
Dacia,Duster,6,2018,133000,Diesel,110000.0
Audi,Q5,8,2015,200000,Diesel,270000.0
Jeep,Grand cherokee,12,2014,190000,Diesel,156000.0
Skoda,Octavia,8,2010,95000,Diesel,2080.0
Renault,Megane,9,2004,48000,Essence,259000.0
Volkswagen,Golf 7,8,2019,310000,Diesel,140000.0
Mazda,6,9,2016,209000,Diesel,96000.0
Renault,Koleos,8,2018,210000,Diesel,95842.0
Honda,Cr-v,11,2012,95000,Essence,191000.0
Nissan,X trail,9,2004,55000,Diesel,474000.0
Renault,Kadjar,6,2016,170000,Diesel,93000.0
Bmw,Serie 3,9,1992,30000,Essence,190000.0
Volvo,C30,6,2012,88000,Diesel,145000.0
Dacia,Dokker,6,2018,122000,Diesel,124000.0
Audi,A4,6,2014,169000,Diesel,155000.0
Ford,Focus 5p,6,2014,120000,Diesel,170000.0
Opel,Astra,6,2017,158000,Diesel,139000.0
Honda,Accord,11,2010,82000,Essence,157000.0
Renault,Express,6,2021,149000,Diesel,119000.0
Peugeot,3008,8,2020,235000,Diesel,89000.0
Ford,Fusion,8,2017,169000,Diesel,94000.0
Peugeot,206,6,2009,62000,Diesel,240000.0
Audi,A4,8,2017,230000,Diesel,131400.0
Hyundai,Santa fe,9,2017,192000,Diesel,101000.0
Land-rover,Range rover evoque,8,2018,255000,Diesel,200000.0
Dacia,Sandero,6,2023,163000,Diesel,9500.0
Skoda,Kodiaq,8,2022,385000,Diesel,72000.0
Skoda,Kodiaq,8,2021,320000,Diesel,44500.0
Volkswagen,Tiguan,8,2017,244000,Diesel,135000.0
Dacia,Duster,6,2017,125000,Diesel,153000.0
Renault,Scenic,7,2000,60000,Diesel,357456.0
Mercedes,220,9,2016,330000,Diesel,200000.0
Renault,Clio,6,2019,103000,Essence,690000.0
Fiat,500x,6,2019,165000,Diesel,126000.0
Opel,Corsa,6,2023,169000,Diesel,15000.0
Bmw,Serie 4,8,2015,260000,Diesel,268000.0
Hyundai,Creta,6,2017,173000,Diesel,79000.0
Ford,Kuga,6,2021,230000,Diesel,84000.0
Ford,Connect,11,2022,190000,Essence,40000.0
Audi,Q2,8,2018,235000,Diesel,175000.0
Fiat,Tipo,5,2018,105000,Diesel,86000.0
Hyundai,I30,6,2013,125000,Diesel,179000.0
Dacia,Duster,6,2018,188000,Diesel,65000.0
Hyundai,I10,6,2014,72000,Essence,160000.0
Renault,Captur,6,2014,130000,Diesel,142000.0
Peugeot,508,9,2011,110000,Diesel,260000.0
Fiat,Siena,6,2004,52000,Diesel,199000.0
Mitsubishi,Pajero,11,2012,62000,Diesel,94000.0
Volkswagen,Golf 7,6,2014,149000,Diesel,185000.0
Land-rover,Range rover evoque,9,2014,203000,Diesel,160000.0
Peugeot,308,6,2020,148000,Diesel,140000.0
Volkswagen,Golf 7,8,2019,230000,Diesel,100000.0
Peugeot,206,6,2007,55000,Essence,57000.0
Volvo,S60,8,2009,59000,Diesel,199000.0
Opel,Astra,8,2016,117000,Diesel,179000.0
Audi,Autre,8,2013,180000,Diesel,145000.0
Mercedes,220,13,2005,55000,Diesel,250000.0
Opel,Astra,7,2008,70000,Diesel,315000.0
Peugeot,607,11,2008,55000,Diesel,238000.0
Audi,Q3,8,2016,263000,Diesel,190000.0
Fiat,500x,6,2019,160000,Diesel,111000.0
Toyota,Corolla,5,2017,165000,Diesel,108000.0
Hyundai,Accent,6,2021,150000,Diesel,118000.0
Jeep,Compass,9,2013,105000,Diesel,250000.0
Fiat,Punto,5,2011,65000,Diesel,237000.0
Audi,A4,8,2015,195000,Diesel,140000.0
Toyota,Prado,12,2007,155000,Diesel,213000.0
Honda,Cr-v,11,2007,65000,Essence,323000.0
Hyundai,Santa fe,9,2015,176000,Diesel,200000.0
Renault,Kadjar,6,2018,195000,Diesel,128000.0
Peugeot,206,6,2006,50000,Essence,95000.0
Hyundai,Tucson,6,2017,220000,Diesel,300000.0
Dacia,Duster,6,2019,168000,Diesel,119000.0
Hyundai,I20,6,2020,145000,Diesel,39400.0
Renault,Kadjar,6,2017,183000,Diesel,130000.0
Renault,R19,8,1995,30000,Essence,337000.0
Toyota,Corolla cross,10,2021,260000,Hybride,47000.0
Hyundai,I10,6,2018,95000,Essence,23500.0
Nissan,Juke,6,2017,130000,Diesel,205000.0
Volkswagen,Touareg,11,2013,143000,Diesel,299000.0
Hyundai,Santa fe,8,2009,92000,Diesel,190000.0
Volkswagen,Golf 7,8,2021,295000,Diesel,95000.0
Renault,Twingo,6,1998,34000,Essence,200000.0
Peugeot,Landtrek,8,2021,195000,Diesel,75578.0
Peugeot,3008,8,2019,255000,Diesel,96000.0
Volkswagen,Passat,8,2012,138000,Diesel,189400.0
Hyundai,I30,6,2020,172000,Diesel,82000.0
Jeep,Cherokee,8,2015,160000,Diesel,184000.0
Volkswagen,Golf 7,8,2014,240000,Diesel,160000.0
Peugeot,205,5,1983,23000,Essence,150000.0
Jeep,Compass,6,2021,215000,Diesel,79296.0
Land-rover,Range rover evoque,8,2017,215000,Diesel,160000.0
Peugeot,508,8,2015,130000,Diesel,180.0
Hyundai,Grand i10,6,2020,78000,Essence,64000.0
Chevrolet,Captiva,8,2014,115000,Diesel,200.0
Peugeot,407,8,2006,48000,Diesel,245000.0
Honda,Accord,9,2011,110000,Diesel,257.0
Ford,Autre,7,2003,45000,Diesel,443000.0
Volkswagen,Touran,6,2013,160000,Diesel,227000.0
Fiat,500,7,2019,125000,Essence,65700.0
Dacia,Sandero,6,2019,125000,Diesel,112000.0
Ford,C max,6,2014,115000,Diesel,200000.0
Nissan,Juke,8,2013,110000,Essence,44000.0
Bmw,X6,13,2015,290000,Diesel,215000.0
Volvo,V40,8,2016,147000,Diesel,116000.0
Volkswagen,Tiguan,8,2019,260000,Diesel,175000.0
Dfsk,K01s,6,2024,95000,Essence,6000.0
Volkswagen,Jetta,6,2016,160000,Diesel,63000.0
Volkswagen,Tiguan,8,2017,305000,Diesel,145000.0
Volkswagen,Touran,6,2014,180000,Diesel,206845.0
Mercedes,Classe c,8,2005,85000,Diesel,320000.0
Citroen,C-elysee,6,2019,128000,Diesel,58800.0
Peugeot,301,7,2018,89000,Essence,148000.0
Land-rover,Range rover sport,12,2012,118000,Diesel,250000.0
Dacia,Dokker,6,2020,137000,Diesel,89000.0
Kia,Rio,6,2015,94000,Diesel,168000.0
Ford,Fusion,8,2016,170000,Diesel,110000.0
Jeep,Renegade,8,2018,205000,Diesel,99000.0
Audi,A4,8,2013,148000,Diesel,233000.0
Fiat,Grande punto,7,2011,50000,Essence,151000.0
Volkswagen,Caddy,6,2014,123000,Diesel,228300.0
Volvo,S40,6,2011,100000,Diesel,140000.0
Ford,Fiesta,6,2013,82000,Diesel,290000.0
Ford,Kuga,8,2014,148000,Diesel,156000.0
Volkswagen,Tiguan,8,2014,178000,Diesel,200000.0
Peugeot,3008,8,2018,205000,Diesel,120000.0
Audi,Q3 sportback,8,2014,240000,Diesel,199000.0
Suzuki,Celerio,5,2011,65000,Essence,118000.0
Seat,Cordoba,8,2001,50000,Diesel,499978.0
Skoda,Octavia,8,2012,115000,Diesel,270000.0
Renault,Trafic,7,2014,160000,Diesel,140000.0
Bmw,Serie 5,8,2015,237000,Diesel,85000.0
Land-rover,Range rover evoque,8,2019,370000,Diesel,56000.0
Ford,Focus 5p,7,2014,125000,Diesel,188000.0
Bmw,Serie 3,9,1993,36000,Essence,220000.0
Bmw,Serie 5,12,2015,215000,Diesel,138000.0
Mazda,3,5,2008,65000,Essence,105000.0
Ford,Fiesta,6,2017,125000,Diesel,115000.0
Citroen,C4,6,2021,220000,Diesel,54000.0
Peugeot,2008,6,2023,270000,Diesel,24000.0
Audi,Autre,8,2017,290000,Diesel,169000.0
Peugeot,208,6,2022,162000,Diesel,42000.0
Hyundai,Tucson,9,2023,330000,Hybride,33000.0
Mercedes,Cla,9,2014,230000,Diesel,250000.0
Peugeot,206,6,2005,47000,Essence,260000.0
Fiat,Ducato,8,2017,130000,Diesel,170000.0
Ford,Transit,9,2019,200000,Diesel,350000.0
Peugeot,208,6,2020,153000,Diesel,163000.0
Ford,Kuga,8,2016,140000,Diesel,186000.0
Peugeot,2008,7,2014,139000,Diesel,180000.0
Seat,Ibiza,6,2012,85000,Diesel,200000.0
Bmw,Serie 2,8,2016,235000,Diesel,105000.0
Renault,Kangoo,6,2019,87000,Diesel,191000.0
Volkswagen,Touareg,6,2018,240000,Diesel,179000.0
Audi,A1,6,2018,185000,Diesel,64000.0
Jeep,Renegade,6,2020,230000,Diesel,83000.0
Citroen,C4 picasso,6,2015,125000,Diesel,186000.0
Volkswagen,Coccinelle,8,2017,215000,Diesel,64000.0
Dacia,Duster,6,2015,136000,Diesel,140000.0
Dacia,Sandero,7,2018,85000,Essence,137000.0
Audi,A6,14,2004,80000,Essence,222000.0
Opel,Insignia,11,2010,63000,Essence,101280.0
Nissan,Qashqai,8,2022,240000,Essence,35000.0
Peugeot,Partner,7,2004,40000,Diesel,200000.0
Dacia,Logan,6,2010,68000,Diesel,231000.0
Hyundai,I40,7,2013,120000,Diesel,255000.0
Toyota,C-hr,10,2018,205000,Essence,41000.0
Skoda,Octavia,8,2017,170000,Diesel,159000.0
Ford,Kuga,8,2019,245000,Diesel,139000.0
Dacia,Logan,8,2012,57000,Essence,148000.0
Volkswagen,Touareg,12,2018,250000,Diesel,130000.0
Peugeot,2008,6,2020,210000,Diesel,100000.0
Opel,Astra,6,2011,88000,Diesel,147000.0
Audi,Autre,8,2018,205000,Diesel,140000.0
Geely,Fc,10,2011,50000,Essence,102000.0
Renault,Clio,6,2020,125000,Diesel,67000.0
Volkswagen,Tiguan,9,2009,177700,Diesel,243000.0
Mercedes,Glk,9,2015,190000,Diesel,210000.0
Bmw,Serie 5,17,2008,129000,Essence,182000.0
Bmw,Serie 5,8,2011,150000,Diesel,220000.0
Volkswagen,Jetta,8,2018,153000,Diesel,158400.0
Mazda,3,9,2007,46000,Essence,169000.0
Audi,A4,8,2012,145000,Diesel,218000.0
Mini,Paceman,8,2016,174000,Diesel,125000.0
Jeep,Cj5,9,1995,95000,Diesel,200000.0
Dacia,Duster,6,2015,122000,Diesel,139000.0
Volkswagen,Polo,6,2017,130000,Diesel,100000.0
Volkswagen,Tiguan,8,2017,280000,Diesel,160000.0
Opel,Adam,7,2017,93000,Essence,90000.0
Volkswagen,Passat,8,2010,130000,Diesel,212000.0
Audi,Q5,8,2021,175000,Diesel,249000.0
Nissan,Pathfinder,8,2007,82000,Diesel,299000.0
Toyota,Corolla,5,2014,135000,Diesel,159000.0
Audi,Q5,8,2014,175000,Diesel,249000.0
Fiat,500,7,2022,150000,Essence,47000.0
Mercedes,Classe e,8,2016,265000,Diesel,195000.0
Volkswagen,Golf 7,8,2018,310300,Electrique,143000.0
Bmw,X5,9,2017,275000,Diesel,185000.0
Peugeot,3008,8,2020,295000,Diesel,37589.0
Bmw,Serie 5,8,2020,355000,Diesel,55000.0
Dacia,Sandero,6,2023,153000,Diesel,64000.0
Seat,Arona,6,2022,220000,Diesel,40000.0
Fiat,Tipo,6,2020,130000,Diesel,92000.0
Volkswagen,Golf 6,7,2011,139000,Diesel,220000.0
Seat,Leon,6,2020,185000,Diesel,14000.0
Peugeot,208,6,2021,158000,Diesel,54000.0
Hyundai,Ix35,6,2013,135000,Diesel,299000.0
Mercedes,Classe e,9,2010,122000,Diesel,332000.0
Audi,A4,8,2011,130000,Diesel,299000.0
Hyundai,Accent,6,2021,165000,Diesel,109000.0
Audi,A1 sportback,8,2013,185000,Essence,94116.0
Volkswagen,Golf 7,8,2016,250000,Diesel,160000.0
Jeep,Grand cherokee,12,2017,140000,Diesel,190000.0
Renault,Megane,6,2013,109000,Diesel,1790000.0
Kia,Ceed,6,2019,140000,Diesel,70000.0
Hyundai,Ix35,7,2015,150000,Diesel,197.0
Peugeot,405,7,1990,35000,Diesel,350000.0
Chevrolet,Captiva,8,2008,75000,Diesel,200000.0
Kia,Cerato,8,2007,48000,Diesel,299000.0
Kia,Picanto,5,2005,52000,Essence,249000.0
Ford,Kuga,8,2011,122000,Diesel,249000.0
Ford,Focus 5p,6,2015,128000,Diesel,170000.0
Volvo,V40,8,2017,148000,Diesel,89000.0
Peugeot,208,6,2019,112000,Diesel,116000.0
Alfa-romeo,Giulietta,6,2018,158000,Diesel,140000.0
Land-rover,Range rover sport,12,2016,390000,Diesel,170000.0
Jeep,Compass,8,2022,220000,Essence,50000.0
Ford,Focus 4p,6,2015,144000,Diesel,201500.0
Citroen,C3,6,2019,125000,Diesel,100000.0
Volkswagen,Passat cc,6,2017,185000,Diesel,96000.0
Mercedes,Classe e,9,2015,235000,Diesel,164000.0
Alfa-romeo,Stelvio,8,2017,265000,Diesel,180000.0
Alfa-romeo,Stelvio,9,2017,230000,Diesel,76710.0
Peugeot,407 sw,6,2005,58000,Diesel,204900.0
Volkswagen,Polo,6,2008,75000,Diesel,174000.0
Volkswagen,Touareg,12,2008,89000,Diesel,287000.0
Kia,Picanto,6,2015,100000,Essence,13000.0
Seat,Leon,8,2007,68000,Essence,221568.0
Renault,Clio,6,2003,59000,Diesel,350000.0
Skoda,Octavia,8,2012,120000,Diesel,157000.0
Mitsubishi,L200,6,2014,108000,Diesel,400000.0
Dacia,Logan,6,2019,94000,Diesel,79000.0
Audi,A1,6,2014,148000,Diesel,194000.0
Renault,Megane estate,6,2018,187000,Diesel,90000.0
Toyota,Corolla verso,8,2007,80000,Diesel,190000.0
Renault,Fluence,6,2011,89000,Diesel,145000.0
Volkswagen,Tiguan,8,2018,230000,Diesel,120000.0
Fiat,500,6,2021,145000,Essence,16740.0
Bmw,Serie 5,8,2019,325000,Diesel,109000.0
Renault,Captur,6,2017,139000,Diesel,78000.0
Ford,Focus 5p,7,2011,103000,Diesel,145000.0
Volvo,S60,10,2013,125000,Diesel,158000.0
Nissan,Qashqai,6,2019,215000,Diesel,65000.0
Volkswagen,Tiguan,8,2017,245000,Diesel,160000.0
Volkswagen,Jetta,6,2016,155000,Diesel,140000.0
Nissan,Qashqai,8,2023,240000,Essence,59000.0
Peugeot,208,6,2020,152000,Diesel,86000.0
Ford,Fusion,6,2012,74000,Diesel,202000.0
Opel,Grandland,6,2020,215000,Diesel,86.0
Ford,Focus 5p,6,2016,146000,Diesel,182000.0
Volkswagen,Golf 4,8,2003,66000,Diesel,375750.0
Ford,Fusion,8,2017,160000,Diesel,120230.0
Ford,Tourneo connect,6,2018,125000,Diesel,234000.0
Citroen,Xsara,7,2004,47000,Diesel,400000.0
Bmw,X6,11,2008,158000,Diesel,220000.0
Ford,Mondeo,7,1998,38000,Diesel,230000.0
Renault,Laguna,7,1999,39000,Diesel,340000.0
Peugeot,Rifter,6,2021,182000,Diesel,100300.0
Volkswagen,Polo,7,2009,59000,Essence,215000.0
Fiat,Tipo hatchback,6,2019,125000,Diesel,68000.0
